month,day,mean temp
7,1,76
7,2,74
7,3,72
7,4,72
7,5,81
7,6,84
7,7,84
7,8,82
7,9,75
7,10,78
7,11,74
7,12,77
7,13,76
7,14,84
7,15,84
7,16,82
7,17,82
7,18,85
7,19,80
7,20,76
7,21,79
7,22,83
7,23,88
7,24,82
7,25,84
7,26,82
7,27,83
7,28,82
7,29,80
7,30,82
7,31,83
